age,religion,community,income,gender,segment,scheme,link
29,hindu,bc,593000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
60,others,mbc,642000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
41,muslim,bc,698000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
29,muslim,bc,1566000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
25,muslim,mbc,1738000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
55,christian,bc,1654000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
27,hindu,mbc,579000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
34,muslim,mbc,1118000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
32,christian,bc,1477000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
29,others,mbc,890000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
30,hindu,mbc,858000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
41,others,mbc,865000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
40,hindu,mbc,1706000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
29,others,bc,1651000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
47,muslim,mbc,1708000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
33,christian,bc,997000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
33,hindu,bc,1419000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
55,hindu,bc,535000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
41,muslim,mbc,1252000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
33,others,bc,1004000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
31,others,bc,1157000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
49,christian,mbc,1472000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
26,hindu,mbc,1186000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
38,hindu,mbc,1658000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
30,christian,mbc,949000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
39,others,bc,1103000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
40,hindu,bc,1093000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
36,muslim,bc,840000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
31,hindu,bc,747000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
25,christian,mbc,1070000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
59,christian,mbc,1609000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
55,hindu,mbc,917000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
25,hindu,mbc,1658000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
31,hindu,bc,1086000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
29,hindu,bc,1455000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
38,christian,bc,684000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
59,others,mbc,1748000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
27,others,mbc,1488000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
55,muslim,mbc,650000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
59,christian,bc,1941000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
41,hindu,bc,604000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
59,christian,mbc,1271000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
49,hindu,mbc,869000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
39,christian,mbc,654000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
25,hindu,bc,914000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
32,muslim,mbc,1185000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
46,christian,mbc,921000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
49,muslim,mbc,1310000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
50,others,mbc,1054000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
33,hindu,bc,687000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
30,muslim,bc,639000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
30,muslim,mbc,1301000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
35,muslim,bc,1810000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
31,christian,bc,1939000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
52,muslim,bc,1114000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
28,christian,mbc,1415000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
59,others,bc,518000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
39,hindu,mbc,707000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
56,hindu,bc,1337000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
55,hindu,mbc,937000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
48,christian,bc,1362000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
27,christian,mbc,1034000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
26,muslim,mbc,1137000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
52,others,mbc,775000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
33,christian,mbc,1961000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
52,muslim,bc,1746000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
35,hindu,bc,1168000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
41,christian,bc,1161000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
38,hindu,mbc,1709000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
55,hindu,bc,1033000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
40,hindu,bc,769000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
51,christian,mbc,1323000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
48,christian,bc,837000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
36,christian,mbc,557000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
26,hindu,bc,1053000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
25,muslim,mbc,789000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
39,muslim,mbc,1186000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
50,muslim,mbc,1509000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
48,muslim,mbc,1398000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
43,others,bc,1231000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
51,muslim,mbc,1340000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
48,hindu,bc,1318000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
35,others,bc,1811000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
59,christian,bc,1350000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
44,others,mbc,597000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
40,muslim,bc,1545000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
41,hindu,mbc,1082000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
34,hindu,bc,1353000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
45,hindu,mbc,1839000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
55,hindu,mbc,503000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
31,muslim,bc,914000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
33,others,bc,651000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
29,christian,mbc,1513000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
27,muslim,bc,1486000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
49,hindu,mbc,1384000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
41,christian,mbc,1558000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
43,others,mbc,1518000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
51,muslim,bc,1483000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
59,christian,mbc,1556000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
48,christian,mbc,958000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
37,christian,bc,890000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
26,christian,bc,1290000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
37,hindu,bc,916000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
44,muslim,mbc,780000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
36,hindu,mbc,1868000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
48,christian,mbc,979000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
33,christian,mbc,1151000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
57,christian,mbc,966000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
28,others,mbc,659000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
39,muslim,bc,1425000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
38,muslim,bc,1948000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
40,others,mbc,611000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
40,muslim,mbc,593000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
44,hindu,bc,877000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
55,christian,bc,1893000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
57,muslim,mbc,1801000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
25,christian,mbc,605000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
51,others,bc,1951000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
38,christian,bc,517000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
51,others,mbc,1734000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
34,muslim,mbc,1267000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
50,christian,bc,1650000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
33,christian,bc,1937000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
42,hindu,bc,850000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
39,muslim,bc,1158000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
53,others,mbc,1080000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
42,muslim,bc,1582000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
25,hindu,mbc,1375000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
41,christian,mbc,1628000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
58,hindu,mbc,1272000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
51,muslim,bc,540000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
37,hindu,bc,1640000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
45,hindu,bc,527000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
25,others,mbc,1975000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
57,muslim,bc,924000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
45,christian,bc,1618000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
48,hindu,bc,1164000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
36,others,bc,1938000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
53,others,bc,1284000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
51,others,bc,1151000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
49,muslim,mbc,1756000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
50,others,mbc,743000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
51,hindu,bc,1485000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
45,hindu,bc,1048000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
39,others,bc,1498000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
51,others,mbc,538000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
54,hindu,mbc,1801000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
41,others,bc,1562000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
60,hindu,mbc,649000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
45,christian,mbc,594000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
47,muslim,mbc,1206000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
39,christian,bc,607000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
50,muslim,bc,1519000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
48,others,bc,1369000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
42,hindu,mbc,796000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
49,muslim,mbc,1909000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
33,others,mbc,1438000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
48,christian,mbc,1255000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
35,hindu,bc,1480000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
40,muslim,mbc,1236000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
46,christian,bc,1126000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
38,others,mbc,866000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
34,muslim,bc,1961000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
57,hindu,bc,800000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
32,hindu,mbc,1368000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
39,hindu,bc,1396000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
41,hindu,mbc,1605000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
50,others,bc,647000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
42,hindu,mbc,1112000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
42,christian,bc,778000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
57,christian,mbc,1933000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
33,hindu,mbc,540000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
47,muslim,bc,1874000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
32,muslim,bc,1985000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
58,muslim,bc,704000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
60,others,mbc,1676000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
41,others,mbc,843000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
50,others,bc,1402000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
27,hindu,mbc,1613000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
42,christian,mbc,1079000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
35,christian,bc,1820000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
32,others,mbc,1679000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
27,others,mbc,1411000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
27,hindu,bc,1637000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
35,others,bc,818000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
31,others,mbc,1385000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
28,christian,bc,1394000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
31,christian,bc,1105000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
28,christian,bc,1613000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
46,others,bc,1839000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
40,others,bc,1433000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
44,hindu,bc,766000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
55,others,mbc,845000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
46,others,bc,979000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
46,hindu,mbc,974000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
31,hindu,bc,1977000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
31,others,mbc,1252000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
46,hindu,mbc,621000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
45,christian,mbc,1703000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
51,hindu,mbc,805000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
